"spikeFac","species","emmean","SE","df","lower.CL","upper.CL","t.ratio","p.value","trait","amend","asymp.LCL","asymp.UCL","z.ratio","emmean.bt","LCL.bt","UCL.bt"
"2","lettuce",2.58394321085653,0.137474241116447,18,2.29512054772957,2.87276587398348,18.7958354224906,2.80587593603039e-13,"dry_shoot_weight","RW",NA,NA,NA,13.2492799936853,9.92563245262657,17.6858674939767
"0","radish",1.92805985591186,0.137474241116447,18,1.63923719278491,2.21688251903882,14.0248808813478,3.94762117099138e-11,"dry_shoot_weight","RW",NA,NA,NA,6.87615655724056,5.15123861118616,9.17867188233296
"1","radish",1.54472526589761,0.137474241116447,18,1.25590260277065,1.83354792902456,11.236470580617,1.44328981581509e-09,"dry_shoot_weight","RW",NA,NA,NA,4.68668385825011,3.51100598831178,6.25604332783942
"2","radish",1.85368678870047,0.137474241116447,18,1.56486412557352,2.14250945182743,13.4838844982626,7.55865724569318e-11,"dry_shoot_weight","RW",NA,NA,NA,6.38331010916155,4.78202513682784,8.52079334253633
"0","pea",1.79808998049664,0.137474241116447,18,1.50926731736968,2.08691264362359,13.0794683127116,1.24605717249875e-10,"dry_shoot_weight","RW",NA,NA,NA,6.03810354782989,4.52341535202095,8.05999264207011
"1","pea",1.71227238962764,0.137474241116447,18,1.42344972650068,2.00109505275459,12.455223434747,2.76482903746708e-10,"dry_shoot_weight","RW",NA,NA,NA,5.54153971825656,4.15141701973704,7.39715193704153
"2","pea",1.60911520452611,0.137474241116447,18,1.32029254139916,1.89793786765307,11.7048487880949,7.52743568640604e-10,"dry_shoot_weight","RW",NA,NA,NA,4.99838672078304,3.7445166431857,6.67212144882999
"0","lettuce",2.46765341014265,0.236992693407289,18,1.96975023718719,2.96555658309811,10.4123607131711,4.77841276442024e-09,"wet_root_weight","RW",NA,NA,NA,11.7947369423866,7.16888574365717,19.4055010101375
"1","lettuce",3.09881046919386,0.236992693407289,18,2.6009072962384,3.59671364214932,13.0755527718668,1.25217983968939e-10,"wet_root_weight","RW",NA,NA,NA,22.1715618332017,13.4759591771354,36.4781569654458
"2","lettuce",2.644292697191,0.236992693407289,18,2.14638952423554,3.14219587014646,11.1576971389856,1.61356433868677e-09,"wet_root_weight","RW",NA,NA,NA,14.07348734484,8.55391886082609,23.1546556926592
"0","radish",3.22500009063284,0.236992693407289,18,2.72709691767738,3.72290326358831,13.6080148474892,6.49967197381464e-11,"wet_root_weight","RW",NA,NA,NA,25.1535764355584,15.2884389360852,41.3843695974818
"1","radish",2.9128453721652,0.236992693407289,18,2.41494219920974,3.41074854512066,12.2908657236924,3.42867579826593e-10,"wet_root_weight","RW",NA,NA,NA,18.4091048708633,11.189123598675,30.28790764154
"2","radish",3.06091199623102,0.236992693407289,18,2.56300882327556,3.55881516918648,12.9156386731747,1.53128246674253e-10,"wet_root_weight","RW",NA,NA,NA,21.347016685933,12.9747975166313,35.1215593773534
"0","pea",1.23140838014623,0.236992693407289,18,0.733505207190769,1.72931155310169,5.19597613935703,6.08665917045853e-05,"wet_root_weight","RW",NA,NA,NA,3.42605132270139,2.08236695776464,5.63677195415364
"1","pea",0.920173164577561,0.236992693407289,18,0.422269991622101,1.41807633753302,3.88270689424242,0.00109064755378263,"wet_root_weight","RW",NA,NA,NA,2.50972494777058,1.52542031979669,4.12916966669326
"2","pea",1.44528148890798,0.236992693407289,18,0.947378315952518,1.94318466186344,6.09842214174999,9.21837118573262e-06,"wet_root_weight","RW",NA,NA,NA,4.2430463452174,2.57893962387522,6.98094756503452
"0","lettuce",-0.248771556768831,0.338548446964377,18,-0.960035450685665,0.462492337148003,-0.734818189241338,0.471915947690194,"dry_root_weight","RW",NA,NA,NA,0.779758083496025,0.382879312400366,1.58802695545379
"1","lettuce",0.498326792225303,0.338548446964377,18,-0.212937101691531,1.20959068614214,1.4719511983989,0.158302949018912,"dry_root_weight","RW",NA,NA,NA,1.64596492406506,0.808206970469144,3.35211230568806
"2","lettuce",-0.0720235360065078,0.338548446964377,18,-0.783287429923342,0.639240357910326,-0.212742184028055,0.833918787996134,"dry_root_weight","RW",NA,NA,NA,0.930508995087715,0.456901507996173,1.89504077965617
"0","radish",0.915111802740693,0.338548446964377,18,0.203847908823859,1.62637569665753,2.70304534239078,0.0145571969632552,"dry_root_weight","RW",NA,NA,NA,2.49705441382619,1.22611165851023,5.08541020903834
"1","radish",0.289347180161787,0.338548446964377,18,-0.421916713755048,1.00061107407862,0.854669937954943,0.403966242663475,"dry_root_weight","RW",NA,NA,NA,1.33555532636215,0.655788655293615,2.71994340764508
"2","radish",0.837715139915404,0.338548446964377,18,0.12645124599857,1.54897903383224,2.47443208624008,0.0235237469830281,"dry_root_weight","RW",NA,NA,NA,2.31108044412819,1.13479412407303,4.70666238565053
"0","pea",-1.17305451186122,0.338548446964377,18,-1.88431840577806,-0.461790617944387,-3.46495316218258,0.00276354348639383,"dry_root_weight","RW",NA,NA,NA,0.309420368157415,0.15193258051474,0.630154269125851
"1","pea",-1.60047488445213,0.338548446964377,18,-2.31173877836897,-0.889210990535298,-4.72746190036588,0.000168034977481651,"dry_root_weight","RW",NA,NA,NA,0.201800663239088,0.0990888082063898,0.410979891885608
"2","pea",-0.934954891972047,0.338548446964377,18,-1.64621878588888,-0.223690998055213,-2.76165760131348,0.0128485904035179,"dry_root_weight","RW",NA,NA,NA,0.392603574705125,0.192777465101829,0.799562162464498
"0","lettuce",2.92129675801226,0.303343420951236,18,2.28399587917369,3.55859763685082,9.63032838771167,1.58951193060516e-08,"shoot_root_ratio","RW",NA,NA,NA,18.5653466189001,9.815824999606,35.1139201334315
"1","lettuce",2.41161551913182,0.303343420951236,18,1.77431464029325,3.04891639797039,7.95011644415885,2.67874609565477e-07,"shoot_root_ratio","RW",NA,NA,NA,11.1519628094095,5.8962387067871,21.0924761847405
"2","lettuce",2.65596674686304,0.303343420951236,18,2.01866586802447,3.2932676257016,8.75564315367168,6.62220886039231e-08,"shoot_root_ratio","RW",NA,NA,NA,14.2387446694551,7.52827451910643,26.9307195489998
"0","radish",1.01294805317117,0.303343420951236,18,0.375647174332601,1.65024893200973,3.33927813563494,0.00365044067390939,"shoot_root_ratio","RW",NA,NA,NA,2.75370713556232,1.45593335248202,5.2082761724771
"1","radish",1.25537808573582,0.303343420951236,18,0.618077206897252,1.89267896457439,4.13847144533135,0.000617091136777499,"shoot_root_ratio","RW",NA,NA,NA,3.50916488874776,1.85535714197997,6.63712550958185
"2","radish",1.01597164878507,0.303343420951236,18,0.378670769946501,1.65327252762364,3.34924570178297,0.00357087801447961,"shoot_root_ratio","RW",NA,NA,NA,2.76204583245025,1.46034216805961,5.22404772485101
"0","pea",2.97114449235786,0.303343420951236,18,2.33384361351929,3.60844537119643,9.79465611299836,1.22786613679645e-08,"shoot_root_ratio","RW",NA,NA,NA,19.5142407197901,10.3175219853231,36.9086289723075
"1","pea",3.31274727407977,0.303343420951236,18,2.6754463952412,3.95004815291834,10.9207816793637,2.26481463372141e-09,"shoot_root_ratio","RW",NA,NA,NA,27.4604633568081,14.5188295296418,51.9378677345217
"2","pea",2.54407009649816,0.303343420951236,18,1.90676921765959,3.18137097533672,8.38676536488039,1.24302405384822e-07,"shoot_root_ratio","RW",NA,NA,NA,12.7313836216015,6.73130624478986,24.0797436672625
"0","lettuce",2.72647548912424,0.142605318338418,18,2.42687283277147,3.02607814547701,19.11903090917,2.09330808846124e-13,"dry_total_weight","RW",NA,NA,NA,15.2789412149805,11.3234164386059,20.6162200177432
"1","lettuce",3.02400766273503,0.142605318338418,18,2.72440500638225,3.3236103190878,21.2054339765837,3.49885372684433e-14,"dry_total_weight","RW",NA,NA,NA,20.5735786493334,15.2473391579255,27.7603937353419
"2","lettuce",2.65526472320676,0.142605318338418,18,2.35566206685399,2.95486737955954,18.6196752978422,3.29805872252931e-13,"dry_total_weight","RW",NA,NA,NA,14.2287522417323,10.54510811763,19.1991763477626
"0","radish",2.26985655207346,0.142605318338418,18,1.97025389572069,2.56945920842623,15.9170539957482,4.75658382418152e-12,"dry_total_weight","RW",NA,NA,NA,9.67801242367915,7.17249732356279,13.0587604634145
"1","radish",1.79943078990698,0.142605318338418,18,1.4998281335542,2.09903344625975,12.6182586377089,2.23839068936153e-10,"dry_total_weight","RW",NA,NA,NA,6.04620492387433,4.48091888455282,8.15828068379112
"2","radish",2.17445362826983,0.142605318338418,18,1.87485097191706,2.47405628462261,15.2480542353239,9.79341282936409e-12,"dry_total_weight","RW",NA,NA,NA,8.79737717065716,6.51984740756546,11.8704994526396
"0","pea",1.84817657588832,0.142605318338418,18,1.54857391953555,2.14777923224109,12.9600816955676,1.44770503029303e-10,"dry_total_weight","RW",NA,NA,NA,6.34823344071912,4.70475603559932,8.5658145742154
"1","pea",1.75028213510591,0.142605318338418,18,1.45067947875314,2.04988479145868,12.2736105181736,3.5074870902103e-10,"dry_total_weight","RW",NA,NA,NA,5.75622648049654,4.2660121952486,7.76700622930094
"2","pea",1.68573648137494,0.142605318338418,18,1.38613382502217,1.98533913772771,11.8209930808786,6.42549270586211e-10,"dry_total_weight","RW",NA,NA,NA,5.39642383483122,3.99935790715002,7.28151640368857
"0","lettuce",0.214887936778395,0.144343691409964,18,-0.0883669058745495,0.51814277943134,1.48872413251558,0.153871617669937,"per_plant_weight","RW",NA,NA,NA,1.23972296183245,0.915424940310264,1.67890665243806
"1","lettuce",0.730889061248212,0.144343691409964,18,0.427634218595267,1.03414390390116,5.06353311397825,8.09304503218113e-05,"per_plant_weight","RW",NA,NA,NA,2.0769263017753,1.53362500684926,2.81269726546003
"2","lettuce",0.199361865748641,0.144343691409964,18,-0.103892976904304,0.502616708401586,1.38116092086362,0.1841367313893,"per_plant_weight","RW",NA,NA,NA,1.22062358785955,0.90132175450393,1.65304114295915
"0","radish",-0.43819364902875,0.144343691409964,18,-0.741448491681695,-0.134938806375805,-3.03576584988529,0.00710970835709852,"per_plant_weight","RW",NA,NA,NA,0.645200828245277,0.47642332026467,0.873769379167105
"1","radish",-0.908619411195234,0.144343691409964,18,-1.21187425384818,-0.605364568542289,-6.29483285566376,6.19654520203476e-06,"per_plant_weight","RW",NA,NA,NA,0.403080328258288,0.297638905462134,0.545875381367035
"2","radish",-0.533596572832376,0.144343691409964,18,-0.836851415485321,-0.230341730179431,-3.69670865155345,0.00165071518436013,"per_plant_weight","RW",NA,NA,NA,0.586491811377144,0.433071942644991,0.794262132780127
"0","pea",-0.993543877800149,0.144343691409964,18,-1.29679872045309,-0.690289035147204,-6.88318185640889,1.94461443857994e-06,"per_plant_weight","RW",NA,NA,NA,0.370262199210587,0.273405641459199,0.501431116902243
"1","pea",-0.708136457564009,0.144343691409964,18,-1.01139130021695,-0.404881614911064,-4.9059051396487,0.000113859174936349,"per_plant_weight","RW",NA,NA,NA,0.492561251505512,0.363712593975107,0.66705577564158
"2","pea",-1.16188383134667,0.144343691409964,18,-1.46513867399961,-0.858628988693721,-8.04942578367827,2.2446567481662e-07,"per_plant_weight","RW",NA,NA,NA,0.31289618169228,0.231045949189797,0.423742640201768
"0","lettuce",2.89939280714524,0.112744966515966,18,2.66252442206561,3.13626119222487,25.7163835933611,1.20845011921987e-15,"shoot_moisture","RW",NA,NA,NA,18.1631135078061,14.3324245577196,23.0176472214367
"1","lettuce",2.80995160940511,0.112744966515966,18,2.57308322432548,3.04681999448474,24.9230781314497,2.09323596766901e-15,"shoot_moisture","RW",NA,NA,NA,16.60911447441,13.1061714762011,21.0483041615152
"2","lettuce",2.85197796167985,0.112744966515966,18,2.61510957660021,3.08884634675948,25.2958340386395,1.61371636261271e-15,"shoot_moisture","RW",NA,NA,NA,17.3220102506602,13.6687140670532,21.9517386677372
"0","radish",3.04005419100665,0.112744966515966,18,2.80318580592701,3.27692257608628,26.9639903664891,5.25772241765874e-16,"shoot_moisture","RW",NA,NA,NA,20.9063761419643,16.4971197642538,26.4941134958817
"1","radish",3.41272291349792,0.112744966515966,18,3.17585452841829,3.64959129857755,30.2694037610506,6.84563563242608e-17,"shoot_moisture","RW",NA,NA,NA,30.3477662005789,23.9472747543078,38.4589446111954
"2","radish",2.96686996099149,0.112744966515966,18,2.73000157591186,3.20373834607112,26.3148773082596,8.0688231845364e-16,"shoot_moisture","RW",NA,NA,NA,19.4310045103747,15.3329111832047,24.6244129226926
"0","pea",2.44427945943714,0.112744966515966,18,2.20741107435751,2.68114784451678,21.6797213655742,2.38341271274428e-14,"shoot_moisture","RW",NA,NA,NA,11.52224436263,9.09214700398313,14.6018443271977
"1","pea",2.14324417009461,0.112744966515966,18,1.90637578501497,2.38011255517424,19.0096661192506,2.31029413148678e-13,"shoot_moisture","RW",NA,NA,NA,8.52705602542798,6.72865845007084,10.8061190801002
"2","pea",2.57000714020046,0.112744966515966,18,2.33313875512083,2.80687552528009,22.7948725306199,9.95851729632905e-15,"shoot_moisture","RW",NA,NA,NA,13.0659177338733,10.3102521557016,16.5581019406919
"0","lettuce",4.72774511269653,0.108424788457231,18,4.49995308491826,4.9555371404748,43.6039136434325,1.04539383997522e-19,"germination_perc","RW",NA,NA,NA,113.040381433806,90.0129082385124,141.958837735153
"1","lettuce",4.4133821376869,0.108424788457231,18,4.18559010990863,4.64117416546517,40.7045492131885,3.56476534008929e-19,"germination_perc","RW",NA,NA,NA,82.5481812223656,65.732278743026,103.665997184731
"2","lettuce",4.57616639365821,0.108424788457231,18,4.34837436587994,4.80395842143648,42.2059056676262,1.86928627463086e-19,"germination_perc","RW",NA,NA,NA,97.1412780541907,77.3526136125434,121.992360197011
"0","radish",4.57097465639639,0.108424788457231,18,4.34318262861812,4.79876668417466,42.1580223621967,1.9075032143949e-19,"germination_perc","RW",NA,NA,NA,96.6382529781545,76.9520598508116,121.360649172685
"1","radish",4.38172601839017,0.108424788457231,18,4.1539339906119,4.60951804616843,40.4125853574395,4.05252708194355e-19,"germination_perc","RW",NA,NA,NA,79.9759543117466,63.6840405653288,100.43573258379
"2","radish",4.56921563736278,0.108424788457231,18,4.34142360958451,4.79700766514104,42.1417989592402,1.92063778324269e-19,"germination_perc","RW",NA,NA,NA,96.4684138706943,76.8168186936143,121.147361124722
"0","pea",4.47733681447821,0.108424788457231,18,4.24954478669994,4.70512884225647,41.2944021213777,2.75863913776456e-19,"germination_perc","RW",NA,NA,NA,88,70.0735066930712,110.512522713034
"1","pea",4.11585740260129,0.108424788457231,18,3.88806537482302,4.34364943037956,37.9604835865078,1.23497810193328e-18,"germination_perc","RW",NA,NA,NA,61.3047545914842,48.8163537634484,76.9879895932772
"2","pea",4.46183014259991,0.108424788457231,18,4.23403811482164,4.68962217037818,41.1513843475002,2.93458043480169e-19,"germination_perc","RW",NA,NA,NA,86.6459385010673,68.9952812668406,108.812059620357
"0","lettuce",4.64154745113285,0.130670545850885,18,4.3670188213444,4.9160760809213,35.5209922856645,4.02157148120323e-18,"survival_perc.corr","RW",NA,NA,NA,103.704701439129,78.808339410318,136.466079364829
"1","lettuce",4.42552906580464,0.130670545850885,18,4.15100043601619,4.70005769559309,33.8678394353296,9.36985254738286e-18,"survival_perc.corr","RW",NA,NA,NA,83.5570026827148,63.497493711926,109.953516102446
"2","lettuce",4.58641661956836,0.130670545850885,18,4.31188798977991,4.86094524935681,35.0990851817682,4.97210206714348e-18,"survival_perc.corr","RW",NA,NA,NA,98.1421187581644,74.5811645779725,129.146219810925
"0","radish",4.33073334028633,0.130670545850885,18,4.05620471049788,4.60526197007478,33.1423834811891,1.37550435051673e-17,"survival_perc.corr","RW",NA,NA,NA,76.0000000000002,57.7546987944398,100.009178829898
"1","radish",4.1122643894273,0.130670545850885,18,3.83773575963885,4.38679301921575,31.4704768595673,3.44020673251695e-17,"survival_perc.corr","RW",NA,NA,NA,61.0848810414323,46.4202487558171,80.3822209457321
"2","radish",4.33073334028633,0.130670545850885,18,4.05620471049788,4.60526197007478,33.1423834811891,1.37550435051673e-17,"survival_perc.corr","RW",NA,NA,NA,76.0000000000002,57.7546987944398,100.009178829898
"0","pea",4.24265328788513,0.130670545850885,18,3.96812465809668,4.51718191767358,32.4683214588133,1.97961730090309e-17,"survival_perc.corr","RW",NA,NA,NA,69.5922553808315,52.88525984139,91.5771620204934
"1","pea",3.86764051665026,0.130670545850885,18,3.59311188686181,4.14216914643872,29.5984109614407,1.01712164429653e-16,"survival_perc.corr","RW",NA,NA,NA,47.8294001657252,36.3470078959234,62.9391978223785
"2","pea",4.24837957572513,0.130670545850885,18,3.97385094593668,4.52290820551358,32.5121437892605,1.93288196316468e-17,"survival_perc.corr","RW",NA,NA,NA,69.9919038255405,53.1889647828089,92.103063504388
"0",NA,2.73976182718375,0.585905383931732,6,1.30610299959155,4.17342065477595,4.67611648966,0.00340966787436808,"wet_pod_weight.corr","RW",NA,NA,NA,15.483296956709,3.69175885733034,64.9372003736441
"1",NA,1.62317940360567,0.585905383931732,6,0.189520576013474,3.05683823119787,2.77037803051627,0.0324062812698763,"wet_pod_weight.corr","RW",NA,NA,NA,5.06918169707764,1.20866999334364,21.2602308483726
"2",NA,2.576413062409,0.585905383931732,6,1.1427542348168,4.0100718900012,4.39731931650792,0.00458161271073776,"wet_pod_weight.corr","RW",NA,NA,NA,13.1498856452729,3.13539208991156,55.1508352145622
"0",NA,0.864122459395257,0.608322588711551,6,-0.624389292242225,2.35263421103274,1.42050036515247,0.205279869732178,"dry_pod_weight.corr","RW",NA,NA,NA,2.37292283590211,0.53558841666276,10.5132273401857
"1",NA,-0.378145607938687,0.608322588711551,6,-1.86665735957617,1.11036614369879,-0.621620197828939,0.557056870800903,"dry_pod_weight.corr","RW",NA,NA,NA,0.685130732928807,0.154639703788275,3.03546960906138
"2",NA,0.73581296227329,0.608322588711551,6,-0.752698789364191,2.22432471391077,1.2095769184435,0.271932960208196,"dry_pod_weight.corr","RW",NA,NA,NA,2.08717810002886,0.471093453598405,9.24723616506403
"0",NA,2.73002910782099,0.147441956154897,Inf,NA,NA,NA,1.53540091411154e-76,"pods","RW",2.44104818394725,3.01901003169472,18.515958272779,15.3333333333333,11.4850729047855,20.4710159926932
"1",NA,2.12026353620033,0.199999931230367,Inf,NA,NA,NA,2.93799533425097e-26,"pods","RW",1.72827087407832,2.51225619832234,10.6013213262465,8.33333333333531,5.63090893511104,12.3327237653343
"2",NA,2.4567357728213,0.1690308509457,Inf,NA,NA,NA,7.35198194344568e-48,"pods","RW",2.12544139269157,2.78803015295103,14.534244838006,11.6666666666667,8.37659403964122,16.2489802498464
"0",NA,1.46633706879343,0.277350097615801,Inf,NA,NA,NA,1.24370239518593e-07,"flowers","RW",0.92274086635779,2.00993327122906,5.28695349811873,4.33333333333333,2.51617745349691,7.4628193459412
"1",NA,1.54044504094715,0.267261241912421,Inf,NA,NA,NA,8.22323020225233e-09,"flowers","RW",1.01662263233536,2.06426744955894,5.76381756637925,4.66666666666667,2.76384446422865,7.87952363442985
"2",NA,1.46633706879343,0.277350098112615,Inf,NA,NA,NA,1.24370245954921e-07,"flowers","RW",0.922740865384051,2.0099332722028,5.28695348864827,4.33333333333333,2.51617745104681,7.46281935320802
"0","lettuce",5.57013003467765,0.336435523385448,17,4.86031312650253,6.27994694285277,16.5563076652166,6.4018376629596e-12,"wet_shoot_weight","BS",NA,NA,NA,262.468226992626,129.064609330482,533.760343273148
"1","lettuce",5.86271355321768,0.336435523385448,17,5.15289664504255,6.5725304613928,17.4259646966616,2.80721643580542e-12,"wet_shoot_weight","BS",NA,NA,NA,351.677145074199,172.931687235178,715.177283844717
"2","lettuce",5.79850702996311,0.336435523385447,17,5.08869012178799,6.50832393813823,17.2351212250553,3.35313301461484e-12,"wet_shoot_weight","BS",NA,NA,NA,329.806800492556,162.17729036324,670.701338069659
"0","radish",5.63645067244531,0.336435523385448,17,4.92663376427019,6.34626758062043,16.7534349991566,5.29298554905928e-12,"wet_shoot_weight","BS",NA,NA,NA,280.465485892425,137.914477428945,570.359908860195
"1","radish",5.54266837170465,0.336435523385448,17,4.83285146352953,6.25248527987977,16.4746823282229,6.93051256206981e-12,"wet_shoot_weight","BS",NA,NA,NA,255.358482513206,125.568504662157,519.301832628253
"2","radish",5.51461784218476,0.336435523385448,17,4.80480093400963,6.22443475035988,16.3913066809737,7.51834052260678e-12,"wet_shoot_weight","BS",NA,NA,NA,248.295071212138,122.095183603229,504.937546009883
"0","pea",3.40929099210987,0.336435523385448,17,2.69947408393475,4.11910790028499,10.1335642497059,1.27419301153711e-08,"wet_shoot_weight","BS",NA,NA,NA,30.2437935676769,14.8719082923269,61.504349770378
"1","pea",2.87167390584097,0.336435523385448,17,2.16185699766585,3.5814908140161,8.53558469968985,1.49394762045764e-07,"wet_shoot_weight","BS",NA,NA,NA,17.6665656305286,8.68725490106482,35.9270615093287
"2","pea",1.94307252029265,0.412047681820272,17,1.07372790237813,2.81241713820716,4.71564968333005,0.000199473481475522,"wet_shoot_weight","BS",NA,NA,NA,6.98016475450258,2.92626803323257,16.6501152480477
"0","lettuce",2.45419834926767,0.315316807338638,17,1.78893803719195,3.1194586613434,7.78327793555247,5.29416888526387e-07,"dry_shoot_weight","BS",NA,NA,NA,11.6371009181509,5.98309526677543,22.6341236000766
"1","lettuce",2.73517700551792,0.315316807338638,17,2.0699166934422,3.40043731759365,8.67437745740096,1.1921742733697e-07,"dry_shoot_weight","BS",NA,NA,NA,15.4124712869625,7.92416295561265,29.9772067412106
"2","lettuce",3.03139746686037,0.315316807338638,17,2.36613715478465,3.6966577789361,9.61381504667073,2.74908909416324e-08,"dry_shoot_weight","BS",NA,NA,NA,20.7261765054059,10.6561496218038,40.3123461831165
"0","radish",2.00906175738729,0.315316807338638,17,1.34380144531156,2.67432206946301,6.37156570987868,6.95938819901526e-06,"dry_shoot_weight","BS",NA,NA,NA,7.45631822890077,3.833589019867,14.5025148085818
"1","radish",2.05701920357745,0.315316807338638,17,1.39175889150172,2.72227951565318,6.52365860525884,5.20465147107903e-06,"dry_shoot_weight","BS",NA,NA,NA,7.82261739326782,4.02191795264527,15.2149654970481
"2","radish",2.01838560408972,0.315316807338638,17,1.353125292014,2.68364591616545,6.40113548378681,6.57555558977079e-06,"dry_shoot_weight","BS",NA,NA,NA,7.52616491090522,3.86949997014921,14.6383663788881
"0","pea",1.20222332842626,0.315316807338638,17,0.536963016350536,1.86748364050199,3.81274737167791,0.00139179211766334,"dry_shoot_weight","BS",NA,NA,NA,3.3275068451375,1.710803282994,6.47199003795445
"1","pea",0.70682211996258,0.315316807338638,17,0.041561807886855,1.3720824320383,2.24162525914288,0.0386183843491742,"dry_shoot_weight","BS",NA,NA,NA,2.02753773811777,1.04243759072501,3.9435543346366
"2","pea",-0.0374772929072828,0.386182642651567,17,-0.852251448262395,0.77729686244783,-0.0970455136200843,0.923825199803811,"dry_shoot_weight","BS",NA,NA,NA,0.963216289314089,0.426453711817603,2.17558340867912
"0","lettuce",3.05825142235489,0.421057982700094,17,2.16989673128316,3.94660611342662,7.26325482002127,1.32530100916538e-06,"wet_root_weight","BS",NA,NA,NA,21.2902968581095,8.75737963068565,51.7594028604349
"1","lettuce",2.62146344929746,0.421057982700094,17,1.73310875822573,3.50981814036918,6.22589656770536,9.21931142415646e-06,"wet_root_weight","BS",NA,NA,NA,13.755839836075,5.65821662263636,33.4421854473968
"2","lettuce",3.12947800457328,0.421057982700094,17,2.24112331350155,4.01783269564501,7.43241580293779,9.79401598436576e-07,"wet_root_weight","BS",NA,NA,NA,22.8620425455288,9.40388887193097,55.5805153029465
"0","radish",2.94137825142677,0.421057982700094,17,2.05302356035504,3.8297329424985,6.9856845666831,2.19524216091084e-06,"wet_root_weight","BS",NA,NA,NA,18.9419350787334,7.79142336670076,46.0502385302779
"1","radish",2.95608276734386,0.421057982700094,17,2.06772807627213,3.84443745841559,7.02060734815562,2.05900800434949e-06,"wet_root_weight","BS",NA,NA,NA,19.2225249781107,7.90683896122062,46.7323880436092
"2","radish",3.01941086865958,0.421057982700094,17,2.13105617758785,3.9077655597313,7.17100967733037,1.56548200568061e-06,"wet_root_weight","BS",NA,NA,NA,20.4792231773729,8.42375910026255,49.7875802188567
"0","pea",-0.024448395408604,0.421057982700094,17,-0.912803086480333,0.863906295663125,-0.0580642011625697,0.95437454698551,"wet_root_weight","BS",NA,NA,NA,0.975848045858743,0.401397493722246,2.37240995148134
"1","pea",-0.577382688809012,0.421057982700094,17,-1.46573737988074,0.310972002262717,-1.37126645861566,0.188122837987944,"wet_root_weight","BS",NA,NA,NA,0.561365714241126,0.230907662022007,1.36475101071101
"2","pea",-0.726858518718662,0.515688604870428,17,-1.81486637058542,0.361149333148098,-1.40949113836109,0.176721368138008,"wet_root_weight","BS",NA,NA,NA,0.483425278610873,0.162859669778515,1.43497773462163
"0","lettuce",-0.657890879215964,0.450687705312114,17,-1.60875882062141,0.292977062189484,-1.45974889366098,0.16259186213475,"dry_root_weight","BS",NA,NA,NA,0.517942586770437,0.200135864489547,1.34041204396158
"1","lettuce",-0.371113479468159,0.450687705312114,17,-1.32198142087361,0.57975446193729,-0.82343821474152,0.421660871338289,"dry_root_weight","BS",NA,NA,NA,0.689965640182178,0.266606518546711,1.78559994416864
"2","lettuce",-0.266690064211775,0.450687705312114,17,-1.21755800561722,0.684177877193674,-0.591740269522295,0.561812036953417,"dry_root_weight","BS",NA,NA,NA,0.765910417731452,0.295951998328676,1.98214160168665
